Observation ID,Site,Species Code,Observer,Plant #,Date,Year,Arrival Time,Departure Time,Weather,North Face,South Face,Breaking Leaf Buds,How many do you see?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of canopy has colored leaves?,Falling Leaves,Fruits,How many fruits do you see??,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit did you see?,Species Observed,Other Comments
1587,ERD,QUEGAM,"IANENN, VANAPA, CARTOT",7,8/11/2016,2016,07:51:00 AM,,Approaching storm,62,60,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
1588,ERD,QUEGAM,"IANENN, VANAPA, CARTOT",8,8/11/2016,2016,07:51:00 AM,,Approaching storm,64,62,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1589,ERD,QUEGAM,"IANENN, VANAPA, CARTOT",9,8/11/2016,2016,07:51:00 AM,,Approaching storm,62,60,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1590,ERD,QUEGAM,"IANENN, VANAPA, CARTOT",10,8/11/2016,2016,07:51:00 AM,,Approaching storm,66,64,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1591,ERD,QUEGAM,"CARTOT, IANENN",1,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",63,64,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1592,ERD,QUEGAM,"CARTOT, IANENN",2,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",64,64,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1593,ERD,QUEGAM,"CARTOT, IANENN",3,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",64,64,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,
1594,ERD,QUEGAM,"CARTOT, IANENN",4,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",64,64,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1595,ERD,QUEGAM,"CARTOT, IANENN",5,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",64,64,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1596,ERD,QUEGAM,"CARTOT, IANENN",6,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",64,64,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1597,ERD,QUEGAM,"CARTOT, IANENN",7,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",67,67,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
1598,ERD,QUEGAM,"CARTOT, IANENN",8,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",69,68,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,
1599,ERD,QUEGAM,"CARTOT, IANENN",9,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",66,66,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1600,ERD,QUEGAM,"CARTOT, IANENN",10,8/15/2016,2016,07:12:00 AM,07:30:00 AM,"Clear, mostly or full sun",70,68,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1601,ERD,QUEGAM,"CARTOT, VANAPA",1,8/18/2016,2016,07:23:00 AM,,Overcast,54,56,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,"General Note: Fruits not ripe, but noticably bigger than last week"
1602,ERD,QUEGAM,"CARTOT, VANAPA",2,8/18/2016,2016,07:23:00 AM,,Overcast,54,55,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,Broken Branches -> dying leaves on branch leaves have yellowing tips
1603,ERD,QUEGAM,"CARTOT, VANAPA",3,8/18/2016,2016,07:23:00 AM,,Overcast,56,54,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,"A few dead leaves, some chlorosis, possible N deficiency",
1604,ERD,QUEGAM,"CARTOT, VANAPA",4,8/18/2016,2016,07:23:00 AM,,Overcast,54,55,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,Yellow tips and yellow spots on leaves
1605,ERD,QUEGAM,"CARTOT, VANAPA",5,8/18/2016,2016,07:23:00 AM,,Overcast,56,55,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,insect trails obvious on leaves - damage fuzzygalls on leaves
1606,ERD,QUEGAM,"CARTOT, VANAPA",6,8/18/2016,2016,07:23:00 AM,,Overcast,56,56,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,"fuzzy galls on leaves, leaf tips yellow. Some leaves dying, insect trails in leaves -> see through leaf"
1607,ERD,QUEGAM,"CARTOT, VANAPA",7,8/18/2016,2016,07:23:00 AM,,Overcast,57,58,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,Insect bites and brown spots
1608,ERD,QUEGAM,"CARTOT, VANAPA",8,8/18/2016,2016,07:23:00 AM,,Overcast,60,60,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,"insect activity, leave yellowing","fresh leaf die off, bark damage and die off 7 ft up"
1609,ERD,QUEGAM,"CARTOT, VANAPA",9,8/18/2016,2016,07:23:00 AM,,Overcast,60,58,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,lots of insect activity with yellow spots,"some leaf die off, grazing activity"
1610,ERD,QUEGAM,"CARTOT, VANAPA",10,8/18/2016,2016,07:23:00 AM,,Overcast,61,61,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,"ball, some insect damage","bark damage, few yellowing leaf tips"
1611,ERD,QUEGAM,CARTOT,1,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",58,57,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,"acorns shape resembles mature fruit in size and features; is green, however"
1612,ERD,QUEGAM,CARTOT,2,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",58,58,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,acorns same size as tree 1
1613,ERD,QUEGAM,CARTOT,3,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",66,61,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,acorns smaller than tree 1 and 2
1614,ERD,QUEGAM,CARTOT,4,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",58,60,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1615,ERD,QUEGAM,CARTOT,5,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",56,59,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,"at least 1 gall on upper branches, possibly old"
1616,ERD,QUEGAM,CARTOT,6,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",58,59,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,fuzzy gall like growth on leaf,acorns consentrated on upper branches
1617,ERD,QUEGAM,CARTOT,7,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",66,58,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,insect damage,"brown splotches on leaves, especially those on lower branches"
1618,ERD,QUEGAM,CARTOT,8,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",72,62,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1619,ERD,QUEGAM,CARTOT,9,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",60,60,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1620,ERD,QUEGAM,CARTOT,10,8/22/2016,2016,07:45:00 AM,08:20:00 AM,"Clear, mostly or full sun",67,66,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1621,ERD,QUEGAM,CARTOT,1,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",78,74,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1622,ERD,QUEGAM,CARTOT,2,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",78,76,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1623,ERD,QUEGAM,CARTOT,3,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",77,74,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,"Yellowing leaf tips, web like tissue damage: darker than surrounding leaf"
1624,ERD,QUEGAM,CARTOT,4,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",70,70,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,small red gall on node,
1625,ERD,QUEGAM,CARTOT,5,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",82,71,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,fuzzy leaf galls continue on leaf margins or center of veins,
1626,ERD,QUEGAM,CARTOT,6,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",70,70,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,"proliferous insects damage, yellowing leaf tips, some browsing, galls on stem",
1627,ERD,QUEGAM,CARTOT,7,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",71,68,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,"leaves still largeley green, but chlorophyll is beginning to fade in some leaves, especially at lower elevations"
1628,ERD,QUEGAM,CARTOT,8,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",76,74,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1629,ERD,QUEGAM,CARTOT,9,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",69,68,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,"~20% of leaves have circular spots of faded green, indicative of some fungi; most likely; underside of spots are whiteish and fuzzy"
1630,ERD,QUEGAM,CARTOT,10,8/25/2016,2016,09:21:00 AM,09:46:00 AM,"Clear, mostly or full sun",80,80,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,mule deer tracks found in mud ~10 ft sw of #10. tracks indicate browsing on nearby trees,same symptoms as #9 but only ~5%
1631,ERD,QUEGAM,JUSMIN,1,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",52,52,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1632,ERD,QUEGAM,JUSMIN,2,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",52,54,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1633,ERD,QUEGAM,JUSMIN,3,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",52,56,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,"Yellowing leaf tips, web like tissue damage: darker than surrounding leaf"
1634,ERD,QUEGAM,JUSMIN,4,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",55,54,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,small red gall on node,
1635,ERD,QUEGAM,JUSMIN,5,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",56,54,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,fuzzy leaf galls continue on leaf margins or center of veins,
1636,ERD,QUEGAM,JUSMIN,6,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",57,58,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,"proliferous insects damage, yellowing leaf tips, some browsing, galls on stem",
1637,ERD,QUEGAM,JUSMIN,7,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",80,71,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,,
1638,ERD,QUEGAM,JUSMIN,8,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",78,68,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1639,ERD,QUEGAM,JUSMIN,9,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",62,64,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1640,ERD,QUEGAM,JUSMIN,10,8/30/2016,2016,07:05:00 AM,07:57:00 AM,"Clear, mostly or full sun",78,69,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1641,ERD,QUEGAM,VANAPA,1,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",49,50,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1642,ERD,QUEGAM,VANAPA,2,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",49,50,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,1,<3,,Some recent leaf and fruit die off in a cluster
1643,ERD,QUEGAM,VANAPA,3,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",48,50,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,
1644,ERD,QUEGAM,VANAPA,4,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",50,52,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,Galls,"some insect activity on leaves, small patch of leaf die off"
1645,ERD,QUEGAM,VANAPA,5,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",50,50,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,Galls,small recent leaf die off in small patch
1646,ERD,QUEGAM,VANAPA,6,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",49,50,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,some recent leaf die off in a cluster
1647,ERD,QUEGAM,VANAPA,7,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",60,56,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,some leaf discoloration in the form of yellow spots
1648,ERD,QUEGAM,VANAPA,8,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",69,58,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,"many leaf shoots directly from trunk, some leaf die off in small patch"
1649,ERD,QUEGAM,VANAPA,9,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",54,56,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1650,ERD,QUEGAM,VANAPA,10,9/2/2016,2016,06:55:00 AM,07:38:00 AM,"Clear, mostly or full sun",70,64,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,"many leaf shoots directly from trunk, smaller, both in thickness and height than other trees in study"
1651,ERD,QUEGAM,VANAPA,1,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",40,40,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1652,ERD,QUEGAM,VANAPA,2,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",41,40,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,some leaf die off in small clusters
1653,ERD,QUEGAM,VANAPA,3,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",38,40,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,yellowing tips of leaves
1654,ERD,QUEGAM,VANAPA,4,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",40,40,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,Galls,
1655,ERD,QUEGAM,VANAPA,5,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",40,40,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1656,ERD,QUEGAM,VANAPA,6,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",39,40,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,yellow tips of leaves
1657,ERD,QUEGAM,VANAPA,7,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",52,50,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,yellow spots on leaves
1658,ERD,QUEGAM,VANAPA,8,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",52,62,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,"lots of shoots coming directly from trunk, small amount of leaf die off"
1659,ERD,QUEGAM,VANAPA,9,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",46,47,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,"yellow spots on leaves, some insect activity"
1660,ERD,QUEGAM,VANAPA,10,9/5/2016,2016,06:48:00 AM,07:20:00 AM,"Clear, mostly or full sun",54,50,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,yellow and brown spots on leaves
1661,ERD,QUEGAM,VANAPA,1,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",54,55,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,Yellowing on 50% of leaf tips
1662,ERD,QUEGAM,VANAPA,2,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",53,54,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1663,ERD,QUEGAM,VANAPA,3,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",51,52,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,Yellowing on 50% of leaf tips
1664,ERD,QUEGAM,VANAPA,4,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",52,52,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1665,ERD,QUEGAM,VANAPA,5,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",52,52,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,Yellowing on 50% of leaf tips
1666,ERD,QUEGAM,VANAPA,6,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",52,52,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
1667,ERD,QUEGAM,VANAPA,7,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",60,56,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
1668,ERD,QUEGAM,VANAPA,8,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",62,56,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,Yellow spots on 25% of leaves
1669,ERD,QUEGAM,VANAPA,9,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",54,55,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,Yellow spots on leaves 100%
1670,ERD,QUEGAM,VANAPA,10,9/12/2016,2016,07:00:00 AM,07:15:00 AM,"Clear, mostly or full sun",64,58,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,Yellow spots on 50% of leaves
1671,ERD,QUEGAM,CARTOT,1,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",56,56,0,<3,1,>95%,0,<25%,0,0,11-100,1,<25%,0,<3,Dragonfly on leaf,insect damage (mild - moderate) Leaf tips yellow
1672,ERD,QUEGAM,CARTOT,2,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",54,55,0,<3,1,>95%,0,<25%,0,0,11-100,1,<25%,0,<3,,
1673,ERD,QUEGAM,CARTOT,3,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",54,57,0,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,Significant insect activity,"yellowing leaf tips, brown spots on leaves, one acorn aborted, but cap is still on tree"
1674,ERD,QUEGAM,CARTOT,4,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",52,54,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,"red galls, brown galls, insect activity",
1675,ERD,QUEGAM,CARTOT,5,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",54,52,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,"parasitic fuzzy brown tumors on leaf surface, no obvious pattern"
1676,ERD,QUEGAM,CARTOT,6,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",54,60,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,significant insect damage on leaves,"same type of fungal growth as #5 not noticed on Monday, red and brown galls"
1677,ERD,QUEGAM,CARTOT,7,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",58,60,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,Yellow spots on leaves
1678,ERD,QUEGAM,CARTOT,8,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",62,61,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1679,ERD,QUEGAM,CARTOT,9,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",52,53,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,"significant insect predation, making leaf translucent",yellow splotches/patches covering tops of leaves with 1 gall
1680,ERD,QUEGAM,CARTOT,10,9/15/2016,2016,08:30:00 AM,08:53:00 AM,"Clear, mostly or full sun",66,66,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,same insect activity as #9,Yellow and brown spots on leaves
1681,ERD,QUEGAM,VANAPA,1,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",42,42,0,<3,1,>95%,0,<25%,0,0,11-100,1,<25%,1,<3,,"some insect activity on leaves <25%, Tips of leaves are yellowing <50%"
1682,ERD,QUEGAM,VANAPA,2,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",40,39,0,<3,1,>95%,0,<25%,0,0,11-100,1,<25%,0,<3,,
1683,ERD,QUEGAM,VANAPA,3,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",37,38,0,<3,1,>95%,0,<25%,0,0,3-10,1,<25%,0,<3,,"Brown patches on 75% of leaves, yellowing tips of leaves 25%"
1684,ERD,QUEGAM,VANAPA,4,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",40,41,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,,Yellow spots with insect activity on 25% of leaves
1685,ERD,QUEGAM,VANAPA,5,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",40,40,0,<3,1,>95%,1,<25%,0,0,11-100,1,<25%,1,<3,,
1686,ERD,QUEGAM,VANAPA,6,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",41,42,0,<3,1,>95%,0,<25%,0,0,11-100,1,<25%,0,<3,,
1687,ERD,QUEGAM,VANAPA,7,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",65,60,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,Yellow spots on 25% of leaves
1688,ERD,QUEGAM,VANAPA,8,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",80,64,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1689,ERD,QUEGAM,VANAPA,9,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",55,58,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,yellow patches on 75% of leaves
1690,ERD,QUEGAM,VANAPA,10,9/19/2016,2016,07:05:00 AM,07:45:00 AM,"Clear, mostly or full sun",70,70,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,yellow patches on 25% of leaves
1691,ERD,QUEGAM,"VANAPA, CARTOT",1,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,54,54,0,<3,1,>95%,1,<25%,0,0,11-100,1,<25%,1,3-10,,New galls
1692,ERD,QUEGAM,"VANAPA, CARTOT",2,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,52,52,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,,new galls
1693,ERD,QUEGAM,"VANAPA, CARTOT",3,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,52,52,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,yellow tipped leaves
1694,ERD,QUEGAM,"VANAPA, CARTOT",4,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,52,52,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,,
1695,ERD,QUEGAM,"VANAPA, CARTOT",5,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,50,52,0,<3,1,>95%,1,<25%,0,0,11-100,1,<25%,1,<3,,
1696,ERD,QUEGAM,"VANAPA, CARTOT",6,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,52,52,0,<3,1,>95%,1,<25%,0,0,11-100,0,<25%,0,<3,,new galls and fungal growth
1697,ERD,QUEGAM,"VANAPA, CARTOT",7,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,52,50,0,<3,1,>95%,1,<25%,0,0,101-1000,0,<25%,0,<3,,
1698,ERD,QUEGAM,"VANAPA, CARTOT",8,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,53,52,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
1699,ERD,QUEGAM,"VANAPA, CARTOT",9,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,52,52,0,<3,1,>95%,1,<25%,0,0,<3,0,<25%,0,<3,,big yellow spots on 90% of leaves
1700,ERD,QUEGAM,"VANAPA, CARTOT",10,9/22/2016,2016,07:29:00 AM,07:46:00 AM,Overcast,53,53,0,<3,1,>95%,1,<25%,0,0,<3,0,<25%,0,<3,,
1701,ERD,QUEGAM,"VANAPA, CARTOT",1,9/26/2016,2016,07:05:00 AM,07:30:00 AM,"Clear, mostly or full sun",48,48,0,<3,1,>95%,1,<25%,0,0,11-100,1,<25%,1,<3,,New Gall
1702,ERD,QUEGAM,"VANAPA, CARTOT",2,9/26/2016,2016,07:05:00 AM,07:30:00 AM,"Clear, mostly or full sun",49,49,0,<3,1,>95%,1,<25%,0,0,11-100,1,<25%,1,<3,,
1703,ERD,QUEGAM,"VANAPA, CARTOT",3,9/26/2016,2016,07:05:00 AM,07:30:00 AM,"Clear, mostly or full sun",48,48,0,<3,1,>95%,0,<25%,0,0,3-10,1,<25%,0,<3,,~40% of leaves have very yellow tips
1704,ERD,QUEGAM,"VANAPA, CARTOT",4,9/26/2016,2016,07:05:00 AM,07:30:00 AM,"Clear, mostly or full sun",47,47,0,<3,1,>95%,1,<25%,0,0,11-100,1,<25%,0,<3,,"~10% of leaves have very yellow tips, no new galls"
