Observation ID,Plant ID,Date,Observer,Site,Time Arrived,Departure Time,Weather,Plant #,North Face Temp,South Face Temp,Species Code,Breaking Leaf Buds,How many buds?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of Canopy is Colored?,Falling Leaves?,Fruits,How many fruit?,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit do you see?,Species Observed,Other Comments,General Comments
2477,GCVC3,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",3,71.00,71.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2478,GCVC4,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",4,71.00,68,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2479,GCVC5,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",5,66.00,69.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2480,GCVC6,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",6,69.50,69.5,QUEGAM,No,<3,Yes,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,only a few small leaves many dead,
2481,GCVC7,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",7,71.50,71,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2482,GCVC8,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",8,71.00,69.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2483,GCVC10,7/7/2016,A. Uhen,GCVC,9:03:00 AM,9:40:00 AM,"Sunny, hazy",10,66.50,68.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2484,HQ1,7/11/2016,A. Uhen,HQ,9:57:00 AM,9:40:00 AM,Sunny,1,75.00,84,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,>10000,No,N/A,No,<3,,,
2485,HQ2,7/11/2016,A. Uhen,HQ,9:57:00 AM,8:10:00 AM,Sunny,2,81.50,76,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,,,
2486,SHRINE1,7/11/2016,A. Uhen,SHRINE,9:57:00 AM,8:10:00 AM,Sunny,1,77.50,77.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2487,GCVC2,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:10:00 AM,sunny,2,56.50,60,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,"Lichen, silk thread, galls",,
2488,GCVC3,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:10:00 AM,sunny,3,54.50,56.5,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,Lichen,,
2489,GCVC4,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:10:00 AM,sunny,4,54.00,52,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,"Lichen, galls",,
2490,GCVC5,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:10:00 AM,sunny,5,57.50,63,QUEGAM,No,<3,Yes,25-49%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,gall,,
2491,GCVC6,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:40:00 AM,sunny,6,58.00,59,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,Lichen,,
2492,GCVC7,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:40:00 AM,sunny,7,55.50,55,QUEGAM,No,<3,Yes,25-49%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,Lichen,,
2493,GCVC8,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:40:00 AM,sunny,8,51.50,535,QUEGAM,No,<3,Yes,25-49%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,Lichen gall,,
2494,GCVC9,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:40:00 AM,sunny,9,57.00,59.5,QUEGAM,No,<3,Yes,25-49%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,"Lichen,gall",,
2495,GCVC10,11/7/2016,s. brimeger,GCVC,9:41:00 AM,8:40:00 AM,sunny,10,58.50,59.5,QUEGAM,No,<3,Yes,25-49%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,"Lichen, gall",,
2496,HQ1,11/7/2016,s. brimeger,HQ,10:23:00 AM,8:40:00 AM,sunny,1,63.50,63.5,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,Yes,11-100,Yes,>95%,Yes,101-1000,"Lichen, spasucker holes, silk threads",,
2497,HQ2,11/7/2016,s. brimeger,HQ,10:23:00 AM,8:40:00 AM,sunny,2,85.50,85.5,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,Yes,3-10,Yes,>95%,Yes,11-100,sapsucker holes,,
2498,SHRINE1,11/7/2016,s. brimeger,SHRINE,10:23:00 AM,8:40:00 AM,sunny,1,67.80,67.5,QUEGAM,No,<3,Yes,50-74%,Yes,75-94%,Yes,No,<3,No,N/A,No,<3,gall,,
2499,SHRINE2,11/7/2016,s. brimeger,SHRINE,10:23:00 AM,8:40:00 AM,sunny,2,59.00,59,QUEGAM,No,<3,Yes,25-49%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,gall,,
2500,SHRINE3,11/7/2016,s. brimeger,SHRINE,10:23:00 AM,8:40:00 AM,sunny,3,62.50,62.5,QUEGAM,No,<3,Yes,25-49%,Yes,50-74%,Yes,No,<3,No,N/A,No,<3,insect spots on leaves,,
2501,SHRINE4,11/7/2016,s. brimeger,SHRINE,10:23:00 AM,9:15:00 AM,sunny,4,58.50,57.7,QUEGAM,No,<3,Yes,<5%,Yes,>95%,Yes,No,<3,No,N/A,No,<3,Lichen,,
2502,GCVC1,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,1,63.00,61,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,,
2503,GCVC2,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,2,75.00,91,QUEGAM,No,<3,Yes,25-49%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,,
2504,GCVC3,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,3,64.50,65.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2505,GCVC4,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,4,65.50,65.5,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,,
2506,GCVC5,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,5,67.00,66,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2507,GCVC6,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,6,68.50,70,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2508,GCVC7,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,7,66.50,63.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,11-100,Yes,5-24%,No,<3,,,
2509,GCVC8,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,8,70.50,63.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,11-100,Yes,5-24%,No,<3,,,
2510,GCVC9,9/15/2016,SARCOM,GCVC,9:22:00 AM,9:15:00 AM,clear and cool,9,66.50,88,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,5-24%,No,<3,,,
2511,GCVC10,9/15/2016,SARCOM,GCVC,9:22:00 AM,10:35:00 AM,clear and cool,10,60.00,60,QUEGAM,No,<3,Yes,25-49%,Yes,5-24%,No,Yes,3-10,No,N/A,No,<3,,,
2512,HQ1,9/15/2016,SARCOM,HQ,8:40:00 AM,10:35:00 AM,clear and cool,1,61.50,86,QUEGAM,No,<3,Yes,75-94%,yes,5-24%,Yes,Yes,101-1000,Yes,5-24%,Yes,101-1000,,,
2513,HQ2,9/15/2016,SARCOM,HQ,8:40:00 AM,10:35:00 AM,clear and cool,2,69.50,90.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,Yes,Yes,11-100,Yes,5-24%,No,<3,,,
2514,SHRINE1,9/15/2016,SARCOM,SHRINE,8:40:00 AM,10:35:00 AM,clear and cool,1,58.00,54,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2515,SHRINE2,9/15/2016,SARCOM,SHRINE,8:40:00 AM,10:35:00 AM,clear and cool,2,56.50,57,QUEGAM,Yes,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2516,SHRINE3,9/15/2016,SARCOM,SHRINE,8:40:00 AM,10:35:00 AM,clear and cool,3,57.50,55.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2517,SHRINE4,9/15/2016,SARCOM,SHRINE,8:40:00 AM,9:50:00 AM,clear and cool,4,55.50,56,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,3-10,No,N/A,No,<3,,,
2518,GCVC1,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",1,77.00,76,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,"spider web, galls",,
2519,GCVC3,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",3,85.00,79,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,galls,,
2520,GCVC4,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",4,85.00,80,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2521,GCVC5,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",5,74.00,75,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,broken branch with dying leaves,
2522,GCVC6,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",6,78.00,76,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,"galls, mule deer and elk scat",,
2523,GCVC7,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",7,79.00,77,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,"Insects eating leaves, elk scat, galls",,
2524,GCVC8,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",8,86.00,78,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,elk scat,,
2525,GCVC9,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",9,90.00,77,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2526,GCVC10,7/2/2018,Amanda T,GCVC,8:30:00 AM,9:50:00 AM,"sunny, clear mid 80s",10,82.00,80,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,No,N/A,No,<3,"Elk scat, horse scat",,
2527,HQ1,7/2/2018,Amanda T,HQ,7:57:00 AM,10:08:00 AM,"sunny, clear mid 80s",1,79.00,80,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Insects eating leaves,,
2528,HQ2,7/2/2018,Amanda T,HQ,7:57:00 AM,10:08:00 AM,"sunny, clear mid 80s",2,71.00,75,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2529,SHRINE1,7/2/2018,Amanda T,SHRINE,7:57:00 AM,10:08:00 AM,"sunny, clear mid 80s",1,73.00,75,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,"Insects eating leaves, spider webs",,
2530,SHRINE4,6/27/2016,A. Uhen,SHRINE,10:00:00 AM,10:08:00 AM,Sunny,4,78.50,80.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2531,HQ1,7/4/2016,A. Uhen,HQ,9:48:00 AM,10:08:00 AM,Sunny,1,82.50,74,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2532,HQ2,7/4/2016,A. Uhen,HQ,9:48:00 AM,10:08:00 AM,Sunny,2,75.00,78,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2533,SHRINE1,7/4/2016,A. Uhen,SHRINE,9:48:00 AM,9:40:00 AM,Sunny,1,76.50,78,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2534,SHRINE2,7/4/2016,A. Uhen,SHRINE,9:48:00 AM,9:40:00 AM,Sunny,2,77.50,77,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2535,SHRINE3,7/4/2016,A. Uhen,SHRINE,9:48:00 AM,9:40:00 AM,Sunny,3,78.50,73,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2536,SHRINE4,7/4/2016,A. Uhen,SHRINE,9:48:00 AM,9:40:00 AM,Sunny,4,77.50,78.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,>10000,No,N/A,No,<3,,,
2537,HQ1,5/6/2019,Bethany Cherry,HQ,8:55:00 AM,9:40:00 AM,Mostly Sunny,1,61.00,56.5,QUEGAM,Yes,1001-10000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,Broken branchs,
2538,HQ2,5/6/2019,Bethany Cherry,HQ,8:55:00 AM,9:40:00 AM,Mostly Sunny,2,67.50,63.5,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,Broken Branches,
2539,SHRINE1,5/6/2019,Bethany Cherry,SHRINE,8:55:00 AM,9:40:00 AM,Mostly Sunny,1,56.00,55.5,QUEGAM,Yes,101-1000,No,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2540,SHRINE2,5/6/2019,Bethany Cherry,SHRINE,8:55:00 AM,9:40:00 AM,Mostly Sunny,2,56.50,57.5,QUEGAM,Yes,3-10,No,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2541,SHRINE3,5/6/2019,Bethany Cherry,SHRINE,8:55:00 AM,9:40:00 AM,Mostly Sunny,3,63.50,58.5,QUEGAM,Yes,3-10,No,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2542,SHRINE4,5/6/2019,Bethany Cherry,SHRINE,8:55:00 AM,9:40:00 AM,Mostly Sunny,4,59.00,57.5,QUEGAM,Yes,101-1000,No,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2543,GCVC1,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,1,66.00,61.5,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,"Galls, Silk Thread",
2544,GCVC2,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,2,65.50,65.5,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2545,GCVC3,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,3,61.00,58.5,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2546,GCVC4,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,4,59.50,59,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2547,GCVC5,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,5,59.50,58.5,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2548,GCVC6,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,6,62.50,59,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2549,GCVC7,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,7,59.00,57,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,"Gall, cycadia, silk Thread",
2550,GCVC8,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,8,57.50,57,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,Gall,
2551,GCVC9,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,9,64.00,58,QUEGAM,Yes,101-1000,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2552,GCVC10,5/6/2019,Bethany Cherry,GCVC,9:40:00 AM,9:12:00 AM,Mostly Sunny,10,62.00,63,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2553,HQ1,6/10/2019,Bethany Cherry,HQ,8:40:00 AM,9:55:00 AM,Sunny,1,66.00,76,QUEGAM,Yes,3-10,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2554,HQ2,6/10/2019,Bethany Cherry,HQ,8:40:00 AM,9:55:00 AM,Sunny,2,74.00,74,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2555,SHRINE1,6/10/2019,Bethany Cherry,SHRINE,8:40:00 AM,9:55:00 AM,Sunny,1,67.00,67.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2556,SHRINE2,6/10/2019,Bethany Cherry,SHRINE,8:40:00 AM,9:55:00 AM,Sunny,2,69.40,72,QUEGAM,Yes,3-10,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2557,SHRINE3,6/10/2019,Bethany Cherry,SHRINE,8:40:00 AM,9:55:00 AM,Sunny,3,68.00,67.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2558,SHRINE4,6/10/2019,Bethany Cherry,SHRINE,8:40:00 AM,9:55:00 AM,Sunny,4,67.00,66,QUEGAM,Yes,3-10,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2559,GCVC1,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,1,65.50,66.5,QUEGAM,Yes,101-1000,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2560,GCVC2,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,2,71.50,72.5,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2561,GCVC3,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,3,70.00,71,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2562,GCVC4,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,4,70.00,67,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2563,GCVC5,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,5,72.50,67,QUEGAM,Yes,101-1000,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,"Elk, Galls",
2564,GCVC6,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,6,69.00,69.5,QUEGAM,Yes,3-10,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2565,GCVC7,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,7,67.50,66.5,QUEGAM,Yes,101-1000,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2566,GCVC8,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,8,77.00,64,QUEGAM,Yes,101-1000,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,Leavs eaten,
2567,GCVC9,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,9,67.50,62.5,QUEGAM,Yes,101-1000,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,Leavs eaten,
2568,GCVC10,6/10/2019,Bethany Cherry,GCVC,9:15:00 AM,9:48:00 AM,Sunny,10,65.50,65,QUEGAM,Yes,3-10,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,"Leavs eaten, Galls",
2569,HQ1,5/13/2019,Bethany Cherry,HQ,7:50:00 AM,10:45:00 AM,Sunny,1,71.20,53.3,QUEGAM,Yes,101-1000,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2570,GCVC1,5/13/2019,Bethany Cherry,GCVC,8:20:00 AM,10:45:00 AM,Sunny,1,68.10,62.2,QUEGAM,Yes,3-10,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2571,GCVC2,5/13/2019,Bethany Cherry,GCVC,8:20:00 AM,10:45:00 AM,Sunny,2,75.80,70.5,QUEGAM,Yes,101-1000,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,Galls,
2572,GCVC9,7/7/2016,A. Uhen,GCVC,9:03:00 AM,10:45:00 AM,"Sunny, hazy",9,74.50,71,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2573,SHRINE2,7/11/2016,A. Uhen,SHRINE,9:57:00 AM,10:45:00 AM,Sunny,2,77.50,78,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,Broken Branches,
2574,SHRINE3,7/11/2016,A. Uhen,SHRINE,9:57:00 AM,10:45:00 AM,Sunny,3,80.00,79,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2575,SHRINE4,7/11/2016,A. Uhen,SHRINE,9:57:00 AM,9:15:00 AM,Sunny,4,78.50,79,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2576,GCVC1,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,1,74.50,73.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,Spider webds,
2577,GCVC2,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,2,94.00,79,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2578,GCVC3,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,3,81.00,84,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2579,GCVC4,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,4,87.00,76,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,galls,
2580,GCVC5,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,5,68.00,69,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,broken branches,
2581,GCVC6,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,6,74.00,68.5,QUEGAM,No,<3,Yes,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,mostly dead,
2582,GCVC7,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,7,75.50,74,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2583,GCVC8,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,8,74.00,72.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2584,GCVC9,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:15:00 AM,Sunny,9,73.50,70.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,"old galls, songbirds",
2585,GCVC10,7/11/2016,A. Uhen,GCVC,8:52:00 AM,9:55:00 AM,Sunny,10,75.00,73,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2586,GCVC1,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:55:00 AM,"overcast, cool",1,66.50,67.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,spider webs
2587,GCVC2,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:55:00 AM,"overcast, cool",2,65.50,63,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2588,GCVC3,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:55:00 AM,"overcast, cool",3,65.50,64,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2589,GCVC4,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:55:00 AM,"overcast, cool",4,68.00,66.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2590,GCVC5,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:55:00 AM,"overcast, cool",5,67.00,67,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
2591,GCVC6,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:05:00 AM,"overcast, cool",6,67.00,66,QUEGAM,No,<3,Yes,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,mostly dead
2592,GCVC7,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:05:00 AM,"overcast, cool",7,69.50,68.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
2593,GCVC8,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:05:00 AM,"overcast, cool",8,67.50,67.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,
2594,GCVC9,7/18/2016,A. Uhen,GCVC,8:40:00 AM,9:05:00 AM,"overcast, cool",9,67.50,67,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,,galls
